3.0, 0.0, 3178.0
1.0, 4.0, 3169.0
0.0, 7.0, 3188.0
13.0, 3.0, 3179.0
4.0, 14.0, 3170.0
16.0, 13.0, 3180.0
14.0, 24.0, 3171.0
7.0, 27.0, 3189.0
27.0, 25.0, 3190.0
25.0, 43.0, 3191.0
51.0, 16.0, 3181.0
52.0, 51.0, 3182.0
24.0, 61.0, 3172.0
43.0, 76.0, 3192.0
76.0, 79.0, 3193.0
79.0, 80.0, 3194.0
61.0, 83.0, 3173.0
80.0, 124.0, 3195.0
124.0, 81.0, 3196.0
141.0, 52.0, 3183.0
81.0, 192.0, 3197.0
83.0, 206.0, 3174.0
206.0, 207.0, 3175.0
271.0, 141.0, 3184.0
294.0, 271.0, 3185.0
295.0, 294.0, 3186.0
298.0, 295.0, 3187.0
207.0, 315.0, 3176.0
315.0, 317.0, 3177.0
192.0, 384.0, 3248.0
192.0, 388.0, 3258.0
298.0, 529.0, 3218.0
531.0, 298.0, 3228.0
555.0, 317.0, 3198.0
317.0, 558.0, 3208.0
384.0, 649.0, 3249.0
388.0, 653.0, 3259.0
653.0, 661.0, 3260.0
649.0, 669.0, 3250.0
817.0, 531.0, 3229.0
529.0, 818.0, 3219.0
827.0, 817.0, 3230.0
848.0, 555.0, 3199.0
558.0, 852.0, 3209.0
852.0, 856.0, 3210.0
818.0, 892.0, 3220.0
894.0, 848.0, 3200.0
661.0, 968.0, 3261.0
968.0, 969.0, 3262.0
669.0, 1004.0, 3251.0
1004.0, 1013.0, 3252.0
1100.0, 827.0, 3231.0
1101.0, 1100.0, 3232.0
856.0, 1179.0, 3211.0
1179.0, 1180.0, 3212.0
892.0, 1228.0, 3221.0
1230.0, 894.0, 3201.0
1241.0, 1230.0, 3202.0
1228.0, 1248.0, 3222.0
969.0, 1327.0, 3263.0
1327.0, 1326.0, 3264.0
1013.0, 1378.0, 3253.0
1378.0, 1382.0, 3254.0
1180.0, 1455.0, 3213.0
1455.0, 1457.0, 3214.0
1471.0, 1101.0, 3233.0
1473.0, 1471.0, 3234.0
1601.0, 1241.0, 3203.0
1248.0, 1617.0, 3223.0
1617.0, 1619.0, 3224.0
1623.0, 1601.0, 3204.0
1648.0, 1473.0, 3235.0
1649.0, 1648.0, 3236.0
1326.0, 1652.0, 3265.0
1652.0, 1653.0, 3266.0
1382.0, 1759.0, 3255.0
1759.0, 1761.0, 3256.0
1457.0, 1764.0, 3215.0
1764.0, 1766.0, 3216.0
1619.0, 1974.0, 3225.0
1979.0, 1623.0, 3205.0
1983.0, 1979.0, 3206.0
1974.0, 1984.0, 3226.0
2009.0, 1649.0, 3237.0
1653.0, 2009.0, 3267.0
1766.0, 2102.0, 3217.0
1761.0, 2102.0, 3257.0
2295.0, 1983.0, 3207.0
1984.0, 2295.0, 3227.0
2009.0, 2316.0, 3278.0
2102.0, 2393.0, 3268.0
2547.0, 2295.0, 3238.0
2316.0, 2561.0, 3279.0
2393.0, 2622.0, 3269.0
2739.0, 2547.0, 3239.0
2561.0, 2747.0, 3280.0
2622.0, 2803.0, 3270.0
2896.0, 2739.0, 3240.0
2747.0, 2901.0, 3281.0
2803.0, 2941.0, 3271.0
3003.0, 2896.0, 3241.0
2901.0, 3010.0, 3282.0
2941.0, 3037.0, 3272.0
3071.0, 3003.0, 3242.0
3010.0, 3077.0, 3283.0
3037.0, 3100.0, 3273.0
3120.0, 3071.0, 3243.0
3077.0, 3126.0, 3284.0
3100.0, 3138.0, 3274.0
3148.0, 3120.0, 3244.0
3126.0, 3153.0, 3285.0
3138.0, 3157.0, 3275.0
3160.0, 3148.0, 3245.0
3153.0, 3164.0, 3286.0
3157.0, 3165.0, 3276.0
3166.0, 3160.0, 3246.0
3167.0, 3166.0, 3247.0
3165.0, 3167.0, 3277.0
3164.0, 3167.0, 3287.0
